,학년,학기,낱말,빈도수,품사
24105,4,1,들리는데,1,Verb
24106,4,1,얹었습니다,1,Verb
24107,4,1,돌아다,1,Verb
24108,4,1,뻥,1,Noun
24109,4,1,아니냐,1,Adjective
24110,4,1,긴히,1,Verb
24111,4,1,왔느냐,1,Verb
24112,4,1,이란,1,Noun
24113,4,1,정년,1,Noun
24114,4,1,퇴,1,Noun
24115,4,1,부릅니다,1,Verb
24116,4,1,아니고요,1,Adjective
24117,4,1,빼시거든요,1,Verb
24118,4,1,정작,1,Noun
24119,4,1,다물고,1,Verb
24120,4,1,있었고요,1,Adjective
24121,4,1,어둡단다,1,Adjective
24122,4,1,이세,1,Noun
24123,4,1,모르겠느냐,1,Verb
24124,4,1,밝으면,1,Verb
24125,4,1,하겠냐,1,Verb
24126,4,1,그러셨구나,1,Adjective
24127,4,1,알아듣지도,1,Verb
24128,4,1,목청,1,Noun
24129,4,1,슬그머니,1,Noun
24130,4,1,넣는,1,Verb
24131,4,1,알아낸,1,Verb
24132,4,1,끄덕였,1,Verb
24133,4,1,버지들,1,Noun
24134,4,1,지루하지,1,Adjective
24135,4,1,길겠느냐,1,Adjective
24136,4,1,모르겠지만,1,Verb
24137,4,1,쓸쓸히,1,Adjective
24138,4,1,볼게요,1,Verb
24139,4,1,아셨죠,1,Verb
24140,4,1,조심해서,1,Verb
24141,4,1,가거라,1,Verb
24142,4,1,틀니,1,Noun
24143,4,1,반짝거렸습니다,1,Verb
24144,4,1,돌아섰습니다,1,Verb
24145,4,1,건넜습니다,1,Verb
24146,4,1,빼신,1,Verb
24147,4,1,인사말,1,Noun
24148,4,1,지나친,1,Verb
24149,4,1,무례한,1,Adjective
24150,4,1,나였다면,1,Verb
24151,4,1,드렸을,1,Verb
24152,4,1,뛰어놀던,1,Verb
24153,4,1,연못,1,Noun
24154,4,1,비친,1,Verb
24155,4,1,사냥개,1,Noun
24156,4,1,들려왔어요,1,Verb
24157,4,1,왔구나,1,Verb
24158,4,1,도망쳐야지,1,Verb
24159,4,1,뛰어갔어요,1,Verb
24160,4,1,걸리고,1,Verb
24161,4,1,가늘지만,1,Adjective
24162,4,1,발버둥,1,Noun
24163,4,1,도망갈,1,Verb
24164,4,1,있었답니다,1,Adjective
24165,4,1,나쁘게,1,Adjective
24166,4,1,겠어,1,Verb
24167,4,1,럴,1,Noun
24168,4,1,할게,1,Verb
24169,4,1,할께,1,Verb
24170,4,1,왔으면,1,Verb
24171,4,1,좋았을걸,1,Adjective
24172,4,1,할가,1,Adjective
24173,4,1,좁을고,1,Adjective
24174,4,1,좁을꼬,1,Adjective
24175,4,1,이러날껄,1,Noun
24176,4,1,쓰지는,1,Verb
24177,4,1,묻는,1,Verb
24178,4,1,먹을가,1,Verb
24179,4,1,늦을고,1,Verb
24180,4,1,들어야겠어,1,Verb
24181,4,1,봄이었는데도,1,Verb
24182,4,1,추웠던,1,Adjective
24183,4,1,놔야겠어,1,Verb
24184,4,1,얻었나요,1,Verb
24185,4,1,도일,1,Noun
24186,4,1,백령도,1,Noun
24187,4,1,청주,1,Noun
24188,4,1,대구,1,Noun
24189,4,1,부산,1,Noun
24190,4,1,광주,1,Noun
24191,4,1,강릉,1,Noun
24192,4,1,썼는지,1,Verb
24193,4,1,간추렸는,1,Noun
24194,4,1,전국,1,Noun
24195,4,1,산책,1,Noun
24196,4,1,차가,1,Adjective
24197,4,1,큼,1,Verb
24198,4,1,가능,1,Noun
24199,4,1,수직선,1,Noun
24200,4,1,화석,1,Noun
24201,4,1,동물원,1,Noun
24202,4,1,엘리자베스,1,Noun
24203,4,1,어와,1,Exclamation
24204,4,1,잡아감,1,Verb
24205,4,1,찾아감,1,Verb
24206,4,1,도형,1,Noun
24207,4,1,있음,1,Adjective
24208,4,1,겨울잠,1,Noun
24209,4,1,긺,1,Noun
24210,4,1,탐,1,Verb
24211,4,1,청설모,1,Noun
24212,4,1,문희,1,Noun
24213,4,1,꾀꼬리,1,Noun
24214,4,1,컷,1,Noun
24215,4,1,찌이,1,Verb
24216,4,1,덮개,1,Noun
24217,4,1,브이,1,Noun
24218,4,1,내나요,1,Verb
24219,4,1,이이,1,Noun
24220,4,1,납,1,Noun
24221,4,1,양한,1,Adjective
24222,4,1,권규,1,Noun
24223,4,1,헌,1,Noun
24224,4,1,김예린,1,Noun
24225,4,1,집이었지요,1,Verb
24226,4,1,낮잠,1,Noun
24227,4,1,자는,1,Verb
24228,4,1,좋아했어요,1,Adjective
24229,4,1,덥다,1,Adjective
24230,4,1,들어섰어요,1,Verb
24231,4,1,푸,1,Verb
24232,4,1,가려던,1,Verb
24233,4,1,깨어났어요,1,Verb
24234,4,1,럭,1,Noun
24235,4,1,질렀어요,1,Verb
24236,4,1,자다니,1,Verb
24237,4,1,부스스,1,Noun
24238,4,1,뜨며,1,Verb
24239,4,1,심은,1,Verb
24240,4,1,막혔어요,1,Verb
24241,4,1,솔깃했어요,1,Adjective
24242,4,1,봤나,1,Verb
24243,4,1,참으며,1,Verb
24244,4,1,원한다면,1,Adjective
24245,4,1,무르자,1,Noun
24246,4,1,되네,1,Verb
24247,4,1,이기는,1,Verb
24248,4,1,팔았답니다,1,Verb
24249,4,1,샀어요,1,Verb
24250,4,1,주시지요,1,Verb
24251,4,1,그러지,1,Adjective
24252,4,1,돌아갔,1,Verb
24253,4,1,벌렁,1,Noun
24254,4,1,드러누웠,1,Verb
24255,4,1,해님,1,Noun
24256,4,1,빙긋이,1,Adverb
24257,4,1,길어졌지요,1,Verb
24258,4,1,성큼성큼,1,Noun
24259,4,1,담뱃대,1,Noun
24260,4,1,휘둘렀어요,1,Verb
24261,4,1,인걸,1,Noun
24262,4,1,뒹굴뒹굴,1,Adverb
24263,4,1,비싼,1,Adjective
24264,4,1,시원하군,1,Adjective
24265,4,1,빼앗긴,1,Verb
24266,4,1,부글부글,1,Adverb
24267,4,1,끓였지요,1,Verb
24268,4,1,샀답니다,1,Verb
24269,4,1,어쩌자,1,Noun
24270,4,1,팔아요,1,Verb
24271,4,1,돌려주고,1,Verb
24272,4,1,내쫓아요,1,Verb
24273,4,1,달달,1,Noun
24274,4,1,볶았어요,1,Verb
24275,4,1,참아,1,Verb
24276,4,1,가겠지,1,Verb
24277,4,1,달랬어요,1,Verb
24278,4,1,돌려주기는,1,Verb
24279,4,1,싫었거든요,1,Adjective
24280,4,1,아함,1,Noun
24281,4,1,돌아갔어요,1,Verb
24282,4,1,별수,1,Noun
24283,4,1,가잖아,1,Verb
24284,4,1,벌었다니까,1,Verb
24285,4,1,드나들었,1,Verb
24286,4,1,돌려주세요,1,Verb
24287,4,1,팔딱팔딱,1,Adverb
24288,4,1,뛰었어요,1,Verb
24289,4,1,이상은,1,Noun
24290,4,1,여보,1,Noun
24291,4,1,주겠네,1,Verb
24292,4,1,팔라고요,1,Verb
24293,4,1,불렀어요,1,Verb
24294,4,1,곯려,1,Verb
24295,4,1,달려왔지요,1,Verb
24296,4,1,눈알,1,Noun
24297,4,1,튀어나올,1,Verb
24298,4,1,떠나자,1,Verb
24299,4,1,부리더니,1,Verb
24300,4,1,놀렸어요,1,Verb
24301,4,1,부끄러워,1,Adjective
24302,4,1,꾸려,1,Verb
24303,4,1,떠나고,1,Verb
24304,4,1,돌아감,1,Verb
24305,4,1,부르자,1,Verb
24306,4,1,쟁,1,Noun
24307,4,1,떠남,1,Verb
24308,4,1,편하고,1,Adjective
24309,4,1,넉넉하게,1,Adjective
24310,4,1,만들거나,1,Verb
24311,4,1,밝히려고,1,Verb
24312,4,1,다니려면,1,Verb
24313,4,1,필요하며,1,Adjective
24314,4,1,석탄,1,Noun
24315,4,1,수입,1,Noun
24316,4,1,이처럼,1,Noun
24317,4,1,요한,1,Noun
24318,4,1,불필요하게,1,Adjective
24319,4,1,꽂개,1,Noun
24320,4,1,빈방,1,Noun
24321,4,1,깃불,1,Noun
24322,4,1,끈다,1,Verb
24323,4,1,식힌,1,Verb
24324,4,1,냉장고,1,Noun
24325,4,1,넣는다,1,Verb
24326,4,1,줄이는,1,Verb
24327,4,1,가전제품,1,Noun
24328,4,1,냉방,1,Noun
24329,4,1,난방,1,Noun
24330,4,1,알아보았다,1,Verb
24331,4,1,소비,1,Noun
24332,4,1,등급,1,Noun
24333,4,1,추려서,1,Verb
24334,4,1,통틀어,1,Noun
24335,4,1,비옷,1,Noun
24336,4,1,말함,1,Noun
24337,4,1,쪼개어,1,Verb
24338,4,1,갈대,1,Noun
24339,4,1,거칠게,1,Verb
24340,4,1,짚,1,Noun
24341,4,1,두껍게,1,Adjective
24342,4,1,망토,1,Noun
24343,4,1,롱,1,Noun
24344,4,1,맞지,1,Verb
24345,4,1,움직일,1,Verb
24346,4,1,천이,1,Noun
24347,4,1,젖으면,1,Verb
24348,4,1,무거,1,Noun
24349,4,1,웠다,1,Noun
24350,4,1,젖지,1,Verb
24351,4,1,접이식,1,Noun
24352,4,1,우산도,1,Noun
24353,4,1,이선주,1,Noun
24354,4,1,몰아치는,1,Verb
24355,4,1,날이었어,1,Verb
24356,4,1,외가,1,Noun
24357,4,1,멀었나,1,Adjective
24358,4,1,빼꼼,1,Noun
24359,4,1,내다보는데,1,Verb
24360,4,1,맨발,1,Noun
24361,4,1,눈밭,1,Noun
24362,4,1,오들오들,1,Noun
24363,4,1,내렸어,1,Verb
24364,4,1,긋,1,Verb
24365,4,1,올라탔어,1,Verb
24366,4,1,사라질,1,Verb
24367,4,1,바라보았지,1,Verb
24368,4,1,열었지,1,Verb
24369,4,1,힐긋,1,Adverb
24370,4,1,쳐다보았어,1,Verb
24371,4,1,대견한,1,Adjective
24372,4,1,디딤이,1,Verb
24373,4,1,직업,1,Noun
24374,4,1,쫓아다니며,1,Verb
24375,4,1,배웠어,1,Verb
24376,4,1,운혜,1,Noun
24377,4,1,당혜,1,Noun
24378,4,1,놓아,1,Verb
24379,4,1,혜,1,Noun
24380,4,1,흘렀어,1,Verb
24381,4,1,어느덧,1,Adjective
24382,4,1,인정받는,1,Verb
24383,4,1,되었지,1,Verb
24384,4,1,질질,1,Noun
24385,4,1,끌며,1,Verb
24386,4,1,나셨군요,1,Verb
24387,4,1,앉아서,1,Verb
24388,4,1,쉬시지요,1,Verb
24389,4,1,발막신,1,Noun
24390,4,1,용한,1,Noun
24391,4,1,찾아와,1,Verb
24392,4,1,당초,1,Noun
24393,4,1,꼬이며,1,Adjective
24394,4,1,벋어,1,Verb
24395,4,1,나가는,1,Verb
24396,4,1,잘사는,1,Verb
24397,4,1,신던,1,Verb
24398,4,1,마른신,1,Adjective
24399,4,1,뒤축,1,Noun
24400,4,1,새김,1,Noun
24401,4,1,걷거나,1,Verb
24402,4,1,말합,1,Noun
24403,4,1,발뼝,1,Noun
24404,4,1,저벅저벅,1,Adverb
24405,4,1,급해서,1,Adjective
24406,4,1,닳는군요,1,Verb
24407,4,1,툼,1,Noun
24408,4,1,대로군,1,Verb
24409,4,1,헝겊,1,Noun
24410,4,1,부름을,1,Verb
24411,4,1,들어섰어,1,Verb
24412,4,1,대청,1,Noun
24413,4,1,가득하시군요,1,Adjective
24414,4,1,알았는가,1,Verb
24415,4,1,모르겠습니까,1,Verb
24416,4,1,불렀어,1,Verb
24417,4,1,꽃님,1,Noun
24418,4,1,단아,1,Noun
24419,4,1,하시는군요,1,Verb
24420,4,1,가벼워,1,Adjective
24421,4,1,디딤이의,1,Verb
24422,4,1,절뚝,1,Noun
24423,4,1,똑바로,1,Noun
24424,4,1,웃었어,1,Verb
24425,4,1,편안하고,1,Adjective
24426,4,1,매끄러운,1,Adjective
24427,4,1,비단도,1,Noun
24428,4,1,광목,1,Noun
24429,4,1,쌀풀,1,Noun
24430,4,1,말리,1,Noun
24431,4,1,새벽이슬,1,Noun
24432,4,1,적셔,1,Verb
24433,4,1,팽팽,1,Noun
24434,4,1,빳빳,1,Noun
24435,4,1,꿰맸어,1,Verb
24436,4,1,콧,1,Noun
24437,4,1,서게,1,Verb
24438,4,1,좌우,1,Noun
24439,4,1,맞춘,1,Verb
24440,4,1,방망이,1,Noun
24441,4,1,두드려,1,Verb
24442,4,1,넣었어,1,Verb
24443,4,1,아름다웠어,1,Adjective
24444,4,1,울타리,1,Noun
24445,4,1,솟게,1,Verb
24446,4,1,앞둔,1,Verb
24447,4,1,갔어,1,Verb
24448,4,1,가지런히,1,Adjective
24449,4,1,나무랄,1,Verb
24450,4,1,신으셔야,1,Verb
24451,4,1,시집가는,1,Verb
24452,4,1,연지,1,Noun
24453,4,1,곤지,1,Noun
24454,4,1,걸음걸이,1,Noun
24455,4,1,단정하고,1,Adjective
24456,4,1,흐트러짐,1,Noun
24457,4,1,선녀,1,Noun
24458,4,1,내려온,1,Verb
24459,4,1,같다며,1,Adjective
24460,4,1,주었던,1,Verb
24461,4,1,지켜보았어,1,Verb
24462,4,1,혼례,1,Noun
24463,4,1,기뻤지,1,Adjective
24464,4,1,만들겠다고,1,Verb
24465,4,1,디딤이에게,1,Verb
24466,4,1,남자아이와,1,Verb
24467,4,1,지내야지,1,Verb
24468,4,1,기다리던,1,Verb
24469,4,1,지현,1,Noun
24470,4,1,나갈,1,Verb
24471,4,1,비하렴,1,Verb
24472,4,1,좋죠,1,Adjective
24473,4,1,좋았던,1,Adjective
24474,4,1,안녕하십니까,1,Noun
24475,4,1,선거,1,Noun
24476,4,1,나가서,1,Verb
24477,4,1,아프니,1,Adjective
24478,4,1,도와주었나요,1,Verb
24479,4,1,찼지,1,Verb
24480,4,1,맞아야,1,Verb
24481,4,1,설득,1,Noun
24482,4,1,의하며,1,Adjective
24483,4,1,갔는데,1,Verb
24484,4,1,없어도,1,Adjective
24485,4,1,불편하지,1,Adjective
24486,4,1,우르르,1,Noun
24487,4,1,먹거나,1,Verb
24488,4,1,채집,1,Noun
24489,4,1,자던,1,Verb
24490,4,1,왔답니다,1,Verb
24491,4,1,널려,1,Verb
24492,4,1,거두어,1,Verb
24493,4,1,충분했으니까,1,Adjective
24494,4,1,쟁기,1,Noun
24495,4,1,농기구,1,Noun
24496,4,1,양도,1,Noun
24497,4,1,늘어났지요,1,Verb
24498,4,1,먹고도,1,Verb
24499,4,1,잉여,1,Noun
24500,4,1,처리,1,Noun
24501,4,1,빠지게,1,Verb
24502,4,1,육천,1,Noun
24503,4,1,바꾸기,1,Verb
24504,4,1,쉽지,1,Verb
24505,4,1,바꾸려면,1,Verb
24506,4,1,원해야,1,Adjective
24507,4,1,이루어질,1,Verb
24508,4,1,없겠지,1,Adjective
24509,4,1,롭,1,Noun
24510,4,1,않았,1,Verb
24511,4,1,고등어,1,Noun
24512,4,1,바꾸자,1,Verb
24513,4,1,줘야지,1,Verb
24514,4,1,애걔,1,Noun
24515,4,1,흔한,1,Adjective
24516,4,1,겠죠,1,Verb
24517,4,1,자안,1,Noun
24518,4,1,꿰,1,Noun
24519,4,1,풍부했던,1,Adjective
24520,4,1,지중해,1,Noun
24521,4,1,농경,1,Noun
24522,4,1,이었던,1,Verb
24523,4,1,목민,1,Noun
24524,4,1,상품,1,Noun
24525,4,1,사라졌을까요,1,Verb
24526,4,1,나왔지만,1,Verb
24527,4,1,이루어졌어요,1,Verb
24528,4,1,보조,1,Noun
24529,4,1,불과했지요,1,Adjective
24530,4,1,유목민,1,Noun
24531,4,1,기르면서,1,Verb
24532,4,1,민족,1,Noun
24533,4,1,쓰던,1,Verb
24534,4,1,불편해서,1,Adjective
24535,4,1,였대,1,Verb
24536,4,1,불편했어,1,Adjective
24537,4,1,데기,1,Noun
24538,4,1,아시나요,1,Verb
24539,4,1,불편했다고,1,Adjective
24540,4,1,랍,1,Noun
24541,4,1,섞어서,1,Verb
24542,4,1,섞는,1,Verb
24543,4,1,달라지지요,1,Verb
24544,4,1,누런색,1,Noun
24545,4,1,섞,1,Verb
24546,4,1,구릿빛,1,Noun
24547,4,1,붉어요,1,Adjective
24548,4,1,씌운,1,Verb
24549,4,1,은백색,1,Noun
24550,4,1,섞이지,1,Verb
24551,4,1,하겠지만,1,Verb
24552,4,1,낙면,1,Noun
24553,4,1,습기,1,Noun
24554,4,1,강하고,1,Adjective
24555,4,1,정교하게,1,Adjective
24556,4,1,작업,1,Noun
24557,4,1,위조,1,Noun
24558,4,1,방지,1,Noun
24559,4,1,특이하게,1,Adjective
24560,4,1,일종,1,Noun
24561,4,1,폴리머,1,Noun
24562,4,1,제조,1,Noun
24563,4,1,수준,1,Noun
24564,4,1,새겨,1,Verb
24565,4,1,넣기,1,Noun
24566,4,1,전의,1,Noun
24567,4,1,전판,1,Noun
24568,4,1,호주,1,Noun
24569,4,1,방적,1,Noun
24570,4,1,북극곰,1,Noun
24571,4,1,김영숙,1,Noun
24572,4,1,장명진,1,Noun
24573,4,1,독일,1,Noun
24574,4,1,자치,1,Noun
24575,4,1,정책,1,Noun
24576,4,1,실현,1,Noun
24577,4,1,군,1,Noun
24578,4,1,수하,1,Noun
24579,4,1,할지에,1,Verb
24580,4,1,합의,1,Noun
24581,4,1,조항,1,Noun
24582,4,1,손실,1,Noun
24583,4,1,얹은,1,Verb
24584,4,1,가구,1,Noun
24585,4,1,인근,1,Noun
24586,4,1,발전소,1,Noun
24587,4,1,팔아서,1,Verb
24588,4,1,평균,1,Noun
24589,4,1,수익,1,Noun
24590,4,1,대당,1,Noun
24591,4,1,이렇다,1,Adjective
24592,4,1,많습니다,1,Adjective
24593,4,1,전차,1,Noun
24594,4,1,대중교통,1,Noun
24595,4,1,타기,1,Verb
24596,4,1,활발하게,1,Adjective
24597,4,1,이루어지고,1,Verb
24598,4,1,천국,1,Noun
24599,4,1,길렀습니다,1,Verb
24600,4,1,묶여,1,Verb
24601,4,1,찾,1,Verb
24602,4,1,스산,1,Noun
24603,4,1,어날,1,Noun
24604,4,1,의지,1,Noun
24605,4,1,이루었습니다,1,Verb
24606,4,1,순환,1,Noun
24607,4,1,태양광,1,Noun
24608,4,1,않았다면,1,Verb
24609,4,1,불가능했을,1,Adjective
24610,4,1,가꾸려고,1,Verb
24611,4,1,바꾸는,1,Verb
24612,4,1,만드는지,1,Verb
24613,4,1,쓴다면,1,Verb
24614,4,1,을,1,Josa
24615,4,1,세히,1,Verb
24616,4,1,수영장,1,Noun
24617,4,1,갔을,1,Verb
24618,4,1,신났어,1,Adjective
24619,4,1,생각나,1,Verb
24620,4,1,들려주고,1,Verb
24621,4,1,위험해,1,Adjective
24622,4,1,성률,1,Noun
24623,4,1,이원희,1,Noun
24624,4,1,우측통행,1,Noun
24625,4,1,걸어서,1,Verb
24626,4,1,간격,1,Noun
24627,4,1,두어야,1,Verb
24628,4,1,뛰거나,1,Verb
24629,4,1,두세,1,Verb
24630,4,1,오르내리다가,1,Verb
24631,4,1,헛디뎌,1,Verb
24632,4,1,구를,1,Verb
24633,4,1,팔면,1,Noun
24634,4,1,디뎌,1,Verb
24635,4,1,다치게,1,Verb
24636,4,1,되니,1,Verb
24637,4,1,이동해,1,Noun
24638,4,1,안전합니다,1,Adjective
24639,4,1,넘거나,1,Verb
24640,4,1,밀치거나,1,Verb
24641,4,1,잡아당기는,1,Verb
24642,4,1,말아요,1,Verb
24643,4,1,미끄러우니,1,Adjective
24644,4,1,조심합니다,1,Verb
24645,4,1,천천,1,Noun
24646,4,1,우측,1,Noun
24647,4,1,보행,1,Noun
24648,4,1,궁금해,1,Adjective
24649,4,1,안전해,1,Adjective
24650,4,1,방심,1,Noun
24651,4,1,속지,1,Noun
24652,4,1,마세요,1,Verb
24653,4,1,이므로,1,Verb
24654,4,1,마실것,1,Verb
24655,4,1,효,1,Noun
24656,4,1,수없이,1,Adverb
24657,4,1,돌아왔어요,1,Verb
24658,4,1,가던,1,Verb
24659,4,1,물컵,1,Noun
24660,4,1,엎,1,Noun
24661,4,1,지를줄이야,1,Verb
24662,4,1,길은,1,Adjective
24663,4,1,공사,1,Noun
24664,4,1,중이,1,Noun
24665,4,1,조심할것,1,Verb
24666,4,1,찬혜,1,Noun
24667,4,1,할수있어요,1,Verb
24668,4,1,할줄,1,Verb
24669,4,1,아는구나,1,Verb
24670,4,1,아는것이,1,Verb
24671,4,1,그럴수도,1,Adjective
24672,4,1,그럴줄은,1,Adjective
24673,4,1,몰랐어요,1,Verb
24674,4,1,다녀왔습니다,1,Verb
24675,4,1,차이점,1,Noun
24676,4,1,김홍도,1,Noun
24677,4,1,씨름,1,Noun
24678,4,1,났거든,1,Verb
24679,4,1,상의,1,Noun
24680,4,1,말판,1,Noun
24681,4,1,호랑이,1,Noun
24682,4,1,토마토,1,Noun
24683,4,1,돌아가기,1,Verb
24684,4,1,공공,1,Noun
24685,4,1,오이김치,1,Noun
24686,4,1,읽자,1,Verb
24687,4,1,진달래,1,Noun
24688,4,1,핀다,1,Verb
24689,4,1,나야,1,Noun
24690,4,1,설거지,1,Noun
24691,4,1,탄다,1,Verb
24692,4,1,즐겁다,1,Adjective
24693,4,1,가위바위보,1,Noun
24694,4,1,던져,1,Verb
24695,4,1,움직인다,1,Verb
24696,4,1,움직인,1,Verb
24697,4,1,되돌아간다,1,Verb
24698,4,1,이긴다,1,Verb
24699,4,1,나누었다,1,Verb
24700,4,1,내딛는,1,Verb
24701,4,1,떨렸다,1,Verb
24702,4,1,반겨,1,Verb
24703,4,1,멧도,1,Noun
24704,4,1,물수리,1,Noun
24705,4,1,삼아,1,Verb
24706,4,1,철마,1,Noun
24707,4,1,머물다,1,Verb
24708,4,1,신기하기만,1,Adjective
24709,4,1,화산섬,1,Noun
24710,4,1,자라기,1,Verb
24711,4,1,쇠비름,1,Noun
24712,4,1,자란다고,1,Verb
24713,4,1,아름,1,Noun
24714,4,1,겠다고,1,Verb
24715,4,1,방아깨비,1,Noun
24716,4,1,양귀비,1,Noun
24717,4,1,도마뱀,1,Noun
24718,4,1,이광표,1,Noun
24719,4,1,세한,1,Noun
24720,4,1,필체,1,Noun
24721,4,1,부드럽고,1,Adjective
24722,4,1,세련된,1,Adjective
24723,4,1,돋보이지요,1,Verb
24724,4,1,중앙,1,Noun
24725,4,1,핵심,1,Noun
24726,4,1,정사각형,1,Noun
24727,4,1,가깝고,1,Adjective
24728,4,1,채우고,1,Verb
24729,4,1,살펴볼까,1,Verb
24730,4,1,맨드라미,1,Noun
24731,4,1,쇠똥,1,Noun
24732,4,1,어숭이,1,Noun
24733,4,1,여뀌,1,Noun
24734,4,1,사마귀,1,Noun
24735,4,1,큼지막한,1,Adjective
24736,4,1,예쁘고,1,Adjective
24737,4,1,그루,1,Noun
24738,4,1,피어,1,Noun
24739,4,1,가로질러,1,Verb
24740,4,1,둥근,1,Adjective
24741,4,1,검게,1,Adjective
24742,4,1,땅임,1,Noun
24743,4,1,호랑나비,1,Noun
24744,4,1,묘사,1,Noun
24745,4,1,들여다보죠,1,Verb
24746,4,1,다르지요,1,Adjective
24747,4,1,먹었던,1,Verb
24748,4,1,아마도,1,Adverb
24749,4,1,이러했던,1,Adjective
24750,4,1,흐르면서,1,Verb
24751,4,1,바뀌었다는,1,Verb
24752,4,1,흥미롭습니다,1,Adjective
24753,4,1,화목,1,Noun
24754,4,1,살아가길,1,Verb
24755,4,1,밑동,1,Noun
24756,4,1,벌어졌습니다,1,Verb
24757,4,1,아니겠어요,1,Adjective
24758,4,1,사실이지요,1,Verb
24759,4,1,만족스러워,1,Adjective
24760,4,1,벌어지는,1,Verb
24761,4,1,섬세하게,1,Adjective
24762,4,1,검은,1,Adjective
24763,4,1,은색,1,Noun
24764,4,1,초록빛,1,Noun
24765,4,1,붉은빛,1,Noun
24766,4,1,색상,1,Noun
24767,4,1,이루고,1,Verb
24768,4,1,무게,1,Noun
24769,4,1,패랭,1,Noun
24770,4,1,이룹니다,1,Verb
24771,4,1,충,1,Noun
24772,4,1,단연,1,Noun
24773,4,1,띕니다,1,Verb
24774,4,1,타원형,1,Noun
24775,4,1,율동,1,Noun
24776,4,1,정감,1,Noun
24777,4,1,치우치게,1,Verb
24778,4,1,신사임당,1,Noun
24779,4,1,감각,1,Noun
24780,4,1,그렸나요,1,Verb
24781,4,1,당당해,1,Adjective
24782,4,1,봅시,1,Verb
24783,4,1,정확한,1,Adjective
24784,4,1,알려야,1,Verb
24785,4,1,반의,1,Noun
24786,4,1,지난주,1,Noun
24787,4,1,싣자,1,Verb
24788,4,1,부드,1,Noun
24789,4,1,산뜻한,1,Adjective
24790,4,1,이루게,1,Verb
24791,4,1,자연환경,1,Noun
24792,4,1,끼친,1,Verb
24793,4,1,국토,1,Noun
24794,4,1,둘러싸인,1,Verb
24795,4,1,많았거든,1,Adjective
24796,4,1,얹을,1,Verb
24797,4,1,드러운,1,Adjective
24798,4,1,손재주,1,Noun
24799,4,1,깨끗,1,Noun
24800,4,1,다듬,1,Verb
24801,4,1,비슷하,1,Adjective
24802,4,1,관가,1,Noun
24803,4,1,힘들,1,Adjective
24804,4,1,되겠다는,1,Verb
24805,4,1,물체,1,Noun
24806,4,1,뜻합,1,Noun
24807,4,1,항성,1,Noun
24808,4,1,혜성,1,Noun
24809,4,1,통틀,1,Noun
24810,4,1,싫어서,1,Adjective
24811,4,1,도망쳤을,1,Verb
24812,4,1,부끄러웠습니다,1,Adjective
24813,4,1,되어야겠습니다,1,Verb
24814,4,1,만들었고,1,Verb
24815,4,1,구인,1,Noun
24816,4,1,비슷하다고,1,Adjective
24817,4,1,야생,1,Noun
24818,4,1,알맞다는,1,Adjective
24819,4,1,생태계,1,Noun
24820,4,1,보전,1,Noun
24821,4,1,그러기,1,Adjective
24822,4,1,버려서,1,Verb
24823,4,1,지저분해졌어,1,Adjective
24824,4,1,치워야,1,Verb
24825,4,1,지저분한,1,Adjective
24826,4,1,나빴어,1,Adjective
24827,4,1,칼랄,1,Noun
24828,4,1,다만,1,Noun
24829,4,1,녁,1,Noun
24830,4,1,자어는,1,Verb
24831,4,1,신라,1,Noun
24832,4,1,등산로,1,Noun
24833,4,1,자연스러운가요,1,Adjective
24834,4,1,어울리나요,1,Verb
24835,4,1,떠났,1,Verb
24836,4,1,먹었,1,Verb
24837,4,1,착하고,1,Adjective
24838,4,1,없군요,1,Adjective
24839,4,1,드릴게요,1,Verb
24840,4,1,두세요,1,Verb
24841,4,1,끝내자,1,Verb
24842,4,1,떼는,1,Verb
24843,4,1,찾아와서,1,Verb
24844,4,1,두었단다,1,Verb
24845,4,1,타세요,1,Verb
24846,4,1,날기,1,Noun
24847,4,1,날았습니다,1,Verb
24848,4,1,내려앉,1,Verb
24849,4,1,금은,1,Noun
24850,4,1,가져도,1,Verb
24851,4,1,부신,1,Noun
24852,4,1,랐습니,1,Noun
24853,4,1,담았습니다,1,Verb
24854,4,1,잡았,1,Verb
24855,4,1,쌓인,1,Verb
24856,4,1,내려왔습니다,1,Verb
24857,4,1,제삿날,1,Noun
24858,4,1,빌려주었습니다,1,Verb
24859,4,1,먹었습니다,1,Verb
24860,4,1,데려다주었습니다,1,Verb
24861,4,1,입속,1,Noun
24862,4,1,넣었습니다,1,Verb
24863,4,1,놓아두,1,Verb
24864,4,1,도와준,1,Verb
24865,4,1,데려갔나요,1,Verb
24866,4,1,베트남,1,Noun
24867,4,1,살핀다,1,Verb
24868,4,1,콩쥐,1,Noun
24869,4,1,팥쥐,1,Noun
24870,4,1,이철,1,Noun
24871,4,1,환,1,Noun
24872,4,1,장경혜,1,Noun
24873,4,1,종례,1,Noun
24874,4,1,습해서,1,Adjective
24875,4,1,뻔한데,1,Adjective
24876,4,1,놀림,1,Noun
24877,4,1,당하면,1,Adjective
24878,4,1,완,1,Noun
24879,4,1,주하,1,Noun
24880,4,1,지점,1,Noun
24881,4,1,화창한,1,Adjective
24882,4,1,설레게,1,Adjective
24883,4,1,섰,1,Verb
24884,4,1,재혁,1,Noun
24885,4,1,토닥,1,Noun
24886,4,1,가르자,1,Verb
24887,4,1,발걸음,1,Noun
